"mmsi","basedatetime","lat","lon","sog","cog","heading","vesselname","imo","callsign","vesseltype","status","length","width","draft","cargo","transceiverclass"
11,"2020-01-15 05:51:10",27.29224,-90.96788,0.1,220.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-17 01:58:52",47.55396,-122.6543,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 01:59:19",29.54303,-90.13027,0,284.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 21:44:13",47.55398,-122.65435,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:45:32",47.55396,-122.65432,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 17:48:01",18.45954,-66.09008,0,59.6,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 17:49:28",47.55083,-122.64621,6.8,257,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:05:49",18.50533,-66.32667,19.6,94,82,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:06:49",47.54961,-122.64457,0.5,71.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:07:00",18.50488,-66.31981,19.8,92.7,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-13 08:29:19",29.54174,-90.1295,0.1,84.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 00:30:37",29.54269,-90.12956,0.2,198.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 01:36:37",29.54264,-90.12948,0.1,192.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:00:12",47.55396,-122.6543,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 18:07:58",47.54966,-122.64436,0.4,76.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:08:09",18.50433,-66.31317,19.3,95,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-23 04:06:09",19.65523,-158.2137,5.6,189.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
12,"2020-01-10 02:18:37",29.54265,-90.12947,0,271.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 19:23:00",48.6522,-123.44839,0,343.4,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-11 09:22:47",29.55864,-90.13395,0,211.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 05:56:18",29.54089,-90.12949,0,284.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 17:51:02",18.45954,-66.09008,0.1,269.5,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 19:41:20",48.65221,-123.44839,0,77.6,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 04:44:45",47.54654,-122.64774,0.2,79.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:24:11",48.6522,-123.44839,0,12.3,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:25:30",48.6522,-123.44839,0,98.2,95,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:01:22",47.55397,-122.65433,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:02:19",29.54313,-90.13027,0.1,10.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:08:59",47.54969,-122.64418,0.5,72.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:09:20",18.50396,-66.3063,20.3,91.4,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 19:26:42",48.6522,-123.44839,0,77.6,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-11 09:25:47",29.55863,-90.13394,0,204.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 19:28:00",48.6522,-123.44839,0,206.9,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:44:20",48.65221,-123.44839,0,12.9,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 18:10:09",47.54974,-122.643936,0.5,74.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:10:29",18.5035,-66.29967,20.1,93,82,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:11:18",47.54977,-122.6437,0.4,78,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:02:31",47.55397,-122.65431,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:03:42",47.55398,-122.6543,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 00:33:38",29.54266,-90.12949,0.1,219.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-23 04:08:41",19.6512,-158.2141,5.9,181.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-17 02:04:53",47.55396,-122.6543,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:05:19",29.54299,-90.13024,0.1,173.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 19:45:50",48.65221,-123.44839,0,317.9,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:47:20",48.65221,-123.44839,0,260.7,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-23 04:10:12",19.6488,-158.21439,5.6,185.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-30 17:51:49",47.55032,-122.65167,1.1,254.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 17:53:09",47.55033,-122.65189,0.2,306.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 02:21:37",29.54265,-90.12947,0,293.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 04:46:45",47.54657,-122.64755,0.2,71.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:48:32",47.55393,-122.65431,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 05:59:19",29.54091,-90.12953,0,290.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 04:47:54",47.54659,-122.64745,0.2,70.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:52:32",47.55398,-122.65434,0.1,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:29:11",48.6522,-123.44839,0,297.5,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:30:20",48.6522,-123.44839,0,26.7,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-11 09:28:46",29.55863,-90.13393,0,214.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-28 18:11:40",18.50315,-66.29285,19.1,93.2,82,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:12:29",47.54981,-122.64351,0.4,75.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:31:42",48.6522,-123.44839,0,55.8,94,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:06:02",47.55397,-122.65429,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 04:49:35",47.54662,-122.64729,0.2,62,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 17:54:03",18.45954,-66.09008,0,168.1,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 17:54:39",47.54931,-122.65112,4,160.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:06:38",29.54265,-90.12951,0.2,230.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-23 04:11:45",19.64631,-158.21461,6.1,186.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-30 17:56:09",47.54877,-122.65067,0.6,105.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 17:57:02",18.45954,-66.09008,0.1,339.3,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 19:48:50",48.65221,-123.44839,0,309.8,98,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 02:57:36",29.54264,-90.12946,0.1,326.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-28 18:13:19",18.5025,-66.28333,20.3,94,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:13:59",47.54985,-122.64326,0.4,76.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 08:35:20",29.54174,-90.12948,0.3,94.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-23 04:12:51",19.6445,-158.21486,5.3,192,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,\N,21,6,0.8,0,"B"
8,"2020-01-17 02:07:12",47.55397,-122.6543,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:08:18",29.54299,-90.13026,0,212,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:08:22",47.55399,-122.65429,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:09:38",29.54268,-90.12953,0.2,167.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 01:45:36",29.54263,-90.12955,0.1,278.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-11 09:31:47",29.55863,-90.13396,0,213.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-11 09:32:44",27.29237,-90.96787,0.2,37.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-10 00:36:36",29.54268,-90.12952,0.1,149.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-28 18:14:30",18.50209,-66.27648,20.4,92.6,82,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:15:39",47.5499,-122.64296,0.4,79.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:15:50",18.50172,-66.26864,19.9,90.7,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 17:57:49",47.54887,-122.65025,0.5,61.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 06:02:18",29.54087,-90.12951,0,308.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:09:33",47.55399,-122.6543,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:11:22",47.55398,-122.65431,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 08:38:21",29.54173,-90.12959,0.2,197,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 19:51:50",48.65221,-123.44839,0,54.8,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:53:22",48.65221,-123.44839,0,301.3,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 04:51:36",47.54667,-122.64714,0.2,62.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:55:42",47.554,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:57:13",47.55398,-122.65433,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:54:30",48.65221,-123.44839,0,351.6,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 02:27:37",29.54265,-90.12945,0,280.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 00:39:39",29.54267,-90.1295,0.3,232.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 03:00:36",29.54264,-90.12945,0,325.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 18:16:48",47.54993,-122.64207,6,94.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 04:53:54",47.5467,-122.647,0.1,65.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:58:24",47.55396,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-15 06:03:11",27.29213,-90.96778,0,195.9,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-30 17:59:58",47.54901,-122.64984,0.4,61.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-30 18:00:10",47.54902,-122.64981,0.4,58.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 21:59:32",47.55394,-122.65428,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:00:03",47.55396,-122.65429,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:56:00",48.6522,-123.44839,0,1.1,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 19:57:30",48.6522,-123.44839,0,162.4,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
11,"2020-01-11 09:38:45",27.29231,-90.96784,0.2,4.5,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-26 04:55:54",47.54674,-122.64688,0.1,55.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:13:41",47.55398,-122.65432,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:14:18",29.54311,-90.13026,0,339.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:14:52",47.55398,-122.6543,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:48:38",29.54264,-90.12948,0.1,101,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-30 18:01:18",47.54912,-122.64962,0.5,55.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 18:17:49",47.55014,-122.63992,5.1,68.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:17:50",18.5012,-66.25714,18.9,93.1,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:19:00",47.55101,-122.63787,5,54.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 19:59:20",48.6522,-123.44839,0,7.7,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:00:00",48.6522,-123.44839,0,4.4,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 18:02:19",47.54921,-122.64941,0.6,57.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:03:01",18.45954,-66.09008,0.1,203.3,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 18:03:30",47.54932,-122.64917,0.6,50.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:01:11",48.6522,-123.44839,0,57.5,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:16:01",47.55397,-122.65431,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-11 09:40:45",29.55863,-90.13395,0,235.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 00:42:37",29.54266,-90.12948,0.2,108.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 04:57:24",47.54678,-122.6468,0.2,48.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 04:58:25",47.54682,-122.64675,0.2,48.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:17:52",47.55398,-122.65433,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 06:05:19",29.54088,-90.12951,0,309.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-28 18:19:09",18.50083,-66.2495,19.8,92,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-21 20:14:31",48.6522,-123.44839,0,329.9,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:19:01",47.55396,-122.65423,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:20:18",29.54301,-90.13026,0.1,170.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:01:12",47.55402,-122.65426,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:02:24",47.55398,-122.65428,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:18:36",29.54263,-90.12951,0.1,229.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-30 18:04:39",47.54944,-122.64896,0.6,54.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 18:20:48",47.5524,-122.63446,5.6,65.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:20:50",18.50041,-66.23979,19.8,92.1,79,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:22:08",47.5533,-122.63147,6.4,67.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:20:52",47.55398,-122.65432,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:22:01",47.55397,-122.6543,0.1,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:23:24",29.54311,-90.13028,0.2,12.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-15 06:08:21",29.54087,-90.12951,0,307.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:02:30",48.6522,-123.44839,0,165.7,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-17 02:24:02",47.55398,-122.65434,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-21 20:03:41",48.6522,-123.44839,0,331.8,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 03:06:37",29.54264,-90.12946,0,308.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 22:03:43",47.55397,-122.6543,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:04:44",47.55397,-122.65428,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 01:21:36",29.54264,-90.12953,0.1,154.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:15:51",48.6522,-123.44839,0,129.2,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:17:00",48.6522,-123.44839,0,239.7,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-10 01:54:38",29.54267,-90.12947,0,197.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-11 09:46:45",29.55864,-90.13397,0,267.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:04:52",48.6522,-123.44839,0,346.6,97,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-21 20:06:00",48.6522,-123.44839,0,151.5,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 04:59:36",47.54685,-122.64665,0.2,55,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 02:33:41",29.54263,-90.12946,0,278.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-30 18:05:49",47.54945,-122.64836,1.6,114.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:06:01",18.4595,-66.09,0,181,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-13 08:44:20",29.54173,-90.12961,0.1,270.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-11 09:49:45",29.55863,-90.13396,0,284.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-15 06:09:10",27.29218,-90.96777,0,215.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-26 05:00:05",47.54687,-122.64662,0.2,47.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:01:15",47.5469,-122.64653,0.2,51.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:22:50",18.49989,-66.22813,20.4,92.5,80,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:23:09",47.55395,-122.62903,6.2,64.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-17 02:26:02",47.55399,-122.65432,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-17 02:26:19",29.54304,-90.13029,0.1,190.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 01:57:36",29.54266,-90.12945,0,234,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-11 09:50:46",27.29231,-90.96788,0.3,15.9,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 18:24:48",47.55355,-122.63169,5,248.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:24:50",18.4993,-66.21652,20.2,91.5,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-30 18:06:59",47.54916,-122.64793,0.8,110.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-13 08:47:20",29.54174,-90.12948,0.2,120.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-21 20:07:41",48.6522,-123.44839,0,205.5,96,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-30 18:08:29",47.54915,-122.64748,0.6,90.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 18:09:02",18.45954,-66.09008,0.1,242.5,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-17 02:27:32",47.55397,-122.65432,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-28 18:26:19",18.499,-66.20783,20.2,94,81,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 18:26:39",47.55244,-122.63573,5.8,244.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 05:02:25",47.54695,-122.64648,0.1,40,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 22:06:32",47.554,-122.65431,0,152.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-15 06:11:18",29.54087,-90.12953,0,305.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-15 06:11:30",29.89076,-91.61091,0,0,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,7,21,6,2.7,30,"A"
0,"2020-01-21 20:09:11",48.6522,-123.44839,0,314.8,94,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-17 02:29:18",29.54307,-90.1303,0.1,315.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-17 02:29:32",47.55398,-122.65433,0,156.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 02:36:37",29.54264,-90.12945,0,297.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 05:03:36",47.54699,-122.64643,0.2,26.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
